Sequence,filename,time,TimeAsInteger,equityLast,AAAA,ref_AAAA_Low,ref_Min_Low_AAAA,Min_From_AAAA_LOW,ref_AAAA_HIGH,Ref_Min_AAAA_HIGH,min_from_AAAA_High,putCallBBBB,Inverted_BBBB,BBBB_high,min_BBBB_high,min_from_BBBB_high,BBBB_Low,BBBB_Low_min,min_from_BBBB_low,CCCC,TTTT,CCCC_TTTT_Ratio,DifferenceToUpper,DifferenceToLower,CCCC_Xs_below_TTTT,CCCC_Xs_Above_TTTT,last_CCCC_TTTT_Cross,TTTT_slope,CCCC_slope,AAAA_BBBB_Ratio,Ratio_goes_below_half_or_above_2,AAAA_and_BBBB_cross_below_CCCC,AAAA_and_BBBB_cross_above_CCCC,Last_Cross_AAAA_BBBB_PCR,ref_min_for_AAAABBBB_PCR_x,min_from_Last_AAAABBBB_PCR_x,low_of_the_day,high_of_the_day,ref_minute_from_low,ref_minute_from_high,minuts_from_low,minutes_from_high,Distance_from_low,Distance_from_High,AAAA_Ref,AAAA_retrace,BBBBoverCCCC,average,Class,PredictedClass
0,0,0,1,0,1.927928,1.927928,1,0,1.927928,1,0,3.447368,0,3.447368,1,0,3.447368,1,0,0.466926,0.466926,1,0.25,0.75,0,0,0,0.466926,0.466926,6.646278,1,0,1,-1,1,0,0,0,1,1,0,0,1,1,0,0,0.621247,0,1,0
